ID,Category,Occupation
PA06317,Type11,Craftsmen and Related Trades Workers
PA06318,Type4,Service and Sales Workers
PA06319,Type12,Plant & Machine Operators & Assemblers
PA06319,Type11,Plant & Machine Operators & Assemblers
PA06320,Type11,Economically Inactive
PA06321,Type11,Economically Inactive
PA06322,Type11,Service and Sales Workers
PA06323,Type3,Economically Inactive
PA06324,Type5,Clerical Support Workers
PA06324,Type7,Clerical Support Workers
PA06325,Type9,Economically Inactive
PA06326,Type4,"Legislators, Senior Officials & Managers"
PA06327,Type12,Economically Inactive
PA06328,Type3,Economically Inactive
PA06328,Type7,Economically Inactive
PA06329,Type3,Service and Sales Workers
PA06330,Type7,Economically Inactive
PA06331,Type11,Economically Inactive
PA06332,Type3,Economically Inactive
PA06333,Type10,"Legislators, Senior Officials & Managers"
PA06334,Type10,"Legislators, Senior Officials & Managers"
PA06335,Type11,Economically Inactive
PA06336,Type9,Economically Inactive
PA06337,Type5,"Cleaners, Labourers and Related Workers"
PA06337,Type11,"Cleaners, Labourers and Related Workers"
PA06338,Type12,Clerical Support Workers
PA06338,Type11,Clerical Support Workers
PA06339,Type12,Economically Inactive
PA06339,Type11,Economically Inactive
PA06340,Type2,"Legislators, Senior Officials & Managers"
PA06341,Type3,Economically Inactive
PA06342,Type12,Economically Inactive
PA06343,Type11,Economically Inactive
PA06344,Type11,Economically Inactive
PA06345,Type11,Economically Inactive
PA06346,Type11,Service and Sales Workers
PA06347,Type11,Economically Inactive
PA06348,Type10,"Legislators, Senior Officials & Managers"
PA06349,Type5,Economically Inactive
PA06349,Type12,Economically Inactive
PA06350,Type12,Economically Inactive
PA06351,Type11,Plant & Machine Operators & Assemblers
PA06352,Type11,"Cleaners, Labourers and Related Workers"
PA06353,Type1,Service and Sales Workers
PA06354,Type11,Service and Sales Workers
PA06355,Type11,Economically Inactive
PA06356,Type12,Plant & Machine Operators & Assemblers
PA06356,Type3,Plant & Machine Operators & Assemblers
PA06357,Type11,Economically Inactive
PA06358,Type11,Economically Inactive
PA06359,Type11,Economically Inactive
PA06360,Type3,Economically Inactive
PA06361,Type3,Economically Inactive
PA06362,Type11,"Legislators, Senior Officials & Managers"
PA06363,Type11,Economically Inactive
PA06364,Type11,Economically Inactive
PA06365,Type11,Economically Inactive
PA06366,Type11,Economically Inactive
PA06367,Type2,"Legislators, Senior Officials & Managers"
PA06368,Type7,Economically Inactive
PA06369,Type11,Service and Sales Workers
PA06370,Type11,Economically Inactive
PA06371,Type12,Economically Inactive
PA06371,Type11,Economically Inactive
PA06372,Type5,Service and Sales Workers
PA06373,Type9,Economically Inactive
PA06374,Type8,Economically Inactive
PA06374,Type12,Economically Inactive
PA06375,Type12,Economically Inactive
PA06376,Type9,"Cleaners, Labourers and Related Workers"
PA06377,Type12,Service and Sales Workers
PA06378,Type12,Economically Inactive
PA06379,Type3,Economically Inactive
PA06380,Type13,Economically Inactive
PA06381,Type10,Economically Inactive
PA06382,Type13,Economically Inactive
PA06383,Type9,"Legislators, Senior Officials & Managers"
PA06384,Type12,Economically Inactive
PA06385,Type11,Economically Inactive
PA06386,Type13,Economically Inactive
PA06387,Type2,"Legislators, Senior Officials & Managers"
PA06388,Type3,Economically Inactive
PA06388,Type13,Economically Inactive
PA06389,Type12,Plant & Machine Operators & Assemblers
PA06390,Type12,Economically Inactive
PA06391,Type12,Plant & Machine Operators & Assemblers
PA06392,Type3,Plant & Machine Operators & Assemblers
PA06393,Type15,Economically Inactive
PA06394,Type12,Service and Sales Workers
PA06395,Type11,Economically Inactive
PA06396,Type11,Service and Sales Workers
PA06397,Type13,Economically Inactive
PA06398,Type9,"Cleaners, Labourers and Related Workers"
PA06398,Type3,"Cleaners, Labourers and Related Workers"
PA06399,Type11,Economically Inactive
PA06400,Type2,Economically Inactive
PA06400,Type3,Economically Inactive
PA06401,Type3,Economically Inactive
PA06402,Type11,Service and Sales Workers
PA06403,Type3,Economically Inactive
PA06404,Type11,Economically Inactive
PA06405,Type3,Economically Inactive
PA06406,Type4,Associate Professionals and Technicians
PA06407,Type7,Economically Inactive
PA06408,Type3,Associate Professionals and Technicians
PA06408,Type12,Associate Professionals and Technicians
PA06409,Type12,Economically Inactive
PA06409,Type11,Economically Inactive
PA06410,Type12,Economically Inactive
PA06411,Type11,Service and Sales Workers
PA06411,Type13,Service and Sales Workers
PA06412,Type3,Economically Inactive
PA06412,Type12,Economically Inactive
PA06413,Type13,Service and Sales Workers
PA06414,Type11,Economically Inactive
PA06415,Type12,Clerical Support Workers
PA06415,Type8,Clerical Support Workers
PA06415,Type15,Clerical Support Workers
PA06416,Type13,Economically Inactive
PA06417,Type15,Economically Inactive
PA06418,Type12,Service and Sales Workers
PA06419,Type7,Service and Sales Workers
PA06420,Type3,Associate Professionals and Technicians
PA06421,Type12,Economically Inactive
PA06422,Type11,Service and Sales Workers
PA06423,Type3,Economically Inactive
PA06424,Type11,Service and Sales Workers
PA06425,Type11,Economically Inactive
PA06426,Type11,Economically Inactive
PA06427,Type8,Associate Professionals and Technicians
PA06428,Type11,Plant & Machine Operators & Assemblers
PA06429,Type3,Economically Inactive
PA06430,Type12,Economically Inactive
PA06431,Type11,Craftsmen and Related Trades Workers
PA06432,Type13,"Cleaners, Labourers and Related Workers"
PA06433,Type2,"Legislators, Senior Officials & Managers"
PA06434,Type9,"Cleaners, Labourers and Related Workers"
PA06435,Type5,Economically Inactive
PA06436,Type15,Economically Inactive
PA06437,Type11,Economically Inactive
PA06438,Type3,"Cleaners, Labourers and Related Workers"
PA06439,Type3,Economically Inactive
PA06440,Type13,Service and Sales Workers
PA06441,Type12,"Legislators, Senior Officials & Managers"
PA06442,Type12,Economically Inactive
PA06443,Type12,Economically Inactive
PA06444,Type12,Economically Inactive
PA06445,Type13,Economically Inactive
PA06446,Type11,Economically Inactive
PA06447,Type11,Economically Inactive
PA06448,Type7,Economically Inactive
PA06449,Type12,Plant & Machine Operators & Assemblers
PA06450,Type11,Economically Inactive
PA06451,Type1,Service and Sales Workers
PA06452,Type3,Economically Inactive
PA06452,Type6,Economically Inactive
PA06453,Type11,Economically Inactive
PA06454,Type12,Economically Inactive
PA06455,Type3,Economically Inactive
PA06456,Type3,Economically Inactive
PA06457,Type13,Service and Sales Workers
PA06458,Type12,Economically Inactive
PA06459,Type7,Service and Sales Workers
PA06460,Type11,Economically Inactive
PA06461,Type11,Economically Inactive
PA06462,Type15,Economically Inactive
PA06462,Type6,Economically Inactive
PA06462,Type10,Economically Inactive
PA06463,Type9,Economically Inactive
PA06464,Type11,Economically Inactive
PA06465,Type9,Economically Inactive
PA06465,Type15,Economically Inactive
PA06466,Type15,Economically Inactive
PA06467,Type12,Service and Sales Workers
PA06468,Type11,Plant & Machine Operators & Assemblers
PA06469,Type3,Economically Inactive
PA06469,Type11,Economically Inactive
PA06470,Type11,Economically Inactive
PA06471,Type12,Plant & Machine Operators & Assemblers
PA06471,Type11,Plant & Machine Operators & Assemblers
PA06472,Type2,"Legislators, Senior Officials & Managers"
PA06473,Type12,Service and Sales Workers
PA06474,Type13,Clerical Support Workers
PA06475,Type3,Economically Inactive
PA06475,Type12,Economically Inactive
PA06476,Type13,"Legislators, Senior Officials & Managers"
PA06477,Type4,Economically Inactive
PA06478,Type1,"Legislators, Senior Officials & Managers"
PA06479,Type12,Service and Sales Workers
PA06480,Type13,Service and Sales Workers
PA06481,Type2,Economically Inactive
PA06482,Type7,Associate Professionals and Technicians
PA06483,Type12,Economically Inactive
PA06484,Type15,Economically Inactive
PA06485,Type13,"Cleaners, Labourers and Related Workers"
PA06486,Type11,Economically Inactive
PA06487,Type9,"Cleaners, Labourers and Related Workers"
PA06488,Type3,Economically Inactive
PA06489,Type3,Economically Inactive
PA06490,Type11,Economically Inactive
PA06491,Type11,Economically Inactive
PA06492,Type3,Economically Inactive
PA06493,Type7,Economically Inactive
PA06493,Type11,Economically Inactive
PA06494,Type11,Economically Inactive
PA06495,Type3,Professionals
PA06496,Type15,Economically Inactive
PA06497,Type12,Economically Inactive
PA06498,Type12,Craftsmen and Related Trades Workers
PA06499,Type12,Economically Inactive
PA06500,Type15,Economically Inactive
PA06500,Type5,Economically Inactive
PA06500,Type12,Economically Inactive
PA06501,Type12,Associate Professionals and Technicians
PA06501,Type11,Associate Professionals and Technicians
PA06502,Type13,Economically Inactive
PA06503,Type1,Service and Sales Workers
PA06504,Type3,Clerical Support Workers
PA06505,Type5,"Legislators, Senior Officials & Managers"
PA06506,Type11,"Cleaners, Labourers and Related Workers"
PA06507,Type3,Economically Inactive
PA06507,Type4,Economically Inactive
PA06508,Type11,Economically Inactive
PA06509,Type12,Economically Inactive
PA06510,Type9,Economically Inactive
PA06511,Type3,Economically Inactive
PA06512,Type2,"Legislators, Senior Officials & Managers"
PA06513,Type12,Service and Sales Workers
PA06514,Type9,Economically Inactive
PA06515,Type11,Economically Inactive
PA06516,Type11,Economically Inactive
PA06517,Type11,Economically Inactive
PA06518,Type12,Clerical Support Workers
PA06519,Type9,Economically Inactive
PA06519,Type3,Economically Inactive
PA06519,Type15,Economically Inactive
PA06519,Type13,Economically Inactive
PA06520,Type11,Economically Inactive
PA06521,Type12,Economically Inactive
PA06521,Type11,Economically Inactive
PA06522,Type3,Economically Inactive
PA06522,Type11,Economically Inactive
PA06523,Type11,Economically Inactive
PA06524,Type11,Economically Inactive
PA06525,Type4,Service and Sales Workers
PA06526,Type11,Economically Inactive
PA06527,Type12,"Cleaners, Labourers and Related Workers"
PA06528,Type3,Service and Sales Workers
PA06529,Type11,Associate Professionals and Technicians
PA06530,Type12,Economically Inactive
PA06531,Type3,Economically Inactive
PA06532,Type13,Service and Sales Workers
PA06533,Type12,Associate Professionals and Technicians
PA06534,Type11,Economically Inactive
PA06535,Type3,Economically Inactive
PA06536,Type15,Economically Inactive
PA06537,Type12,Economically Inactive
PA06538,Type2,Service and Sales Workers
PA06538,Type3,Service and Sales Workers
PA06538,Type12,Service and Sales Workers
PA06538,Type6,Service and Sales Workers
PA06539,Type11,"Cleaners, Labourers and Related Workers"
PA06540,Type11,Economically Inactive
PA06541,Type11,"Legislators, Senior Officials & Managers"
PA06542,Type15,Economically Inactive
PA06543,Type12,Service and Sales Workers
PA06544,Type5,Service and Sales Workers
PA06544,Type6,Service and Sales Workers
PA06545,Type10,Economically Inactive
PA06546,Type3,Economically Inactive
PA06547,Type1,Service and Sales Workers
PA06548,Type12,"Legislators, Senior Officials & Managers"
PA06548,Type11,"Legislators, Senior Officials & Managers"
PA06549,Type3,Economically Inactive
PA06550,Type2,"Legislators, Senior Officials & Managers"
PA06551,Type12,Plant & Machine Operators & Assemblers
PA06552,Type3,Economically Inactive
PA06553,Type3,Associate Professionals and Technicians
PA06554,Type11,Associate Professionals and Technicians
PA06555,Type10,"Legislators, Senior Officials & Managers"
PA06556,Type12,Service and Sales Workers
PA06557,Type3,Service and Sales Workers
PA06557,Type15,Service and Sales Workers
PA06558,Type9,Economically Inactive
PA06559,Type7,"Cleaners, Labourers and Related Workers"
PA06560,Type5,"Legislators, Senior Officials & Managers"
PA06560,Type1,"Legislators, Senior Officials & Managers"
PA06561,Type13,Economically Inactive
PA06562,Type11,Economically Inactive
PA06563,Type3,Economically Inactive
PA06564,Type3,Economically Inactive
PA06564,Type11,Economically Inactive
PA06564,Type12,Economically Inactive
PA06565,Type12,Economically Inactive
PA06566,Type8,"Cleaners, Labourers and Related Workers"
PA06566,Type12,"Cleaners, Labourers and Related Workers"
PA06567,Type13,Clerical Support Workers
PA06568,Type13,Economically Inactive
PA06569,Type12,Economically Inactive
PA06570,Type3,Economically Inactive
PA06571,Type5,"Legislators, Senior Officials & Managers"
PA06571,Type13,"Legislators, Senior Officials & Managers"
PA06572,Type11,Economically Inactive
PA06573,Type7,Economically Inactive
PA06574,Type11,Economically Inactive
PA06575,Type12,Economically Inactive
PA06576,Type12,Plant & Machine Operators & Assemblers
PA06577,Type10,Associate Professionals and Technicians
PA06578,Type1,Service and Sales Workers
PA06578,Type11,Service and Sales Workers
PA06579,Type12,Service and Sales Workers
PA06580,Type11,Service and Sales Workers
PA06581,Type15,Economically Inactive
PA06582,Type12,"Cleaners, Labourers and Related Workers"
PA06583,Type12,Professionals
PA06584,Type11,Associate Professionals and Technicians
PA06585,Type6,Economically Inactive
PA06586,Type5,Economically Inactive
PA06587,Type3,Economically Inactive
PA06588,Type2,Economically Inactive
PA06588,Type1,Economically Inactive
PA06588,Type12,Economically Inactive
PA06588,Type2,Economically Inactive
PA06589,Type3,Clerical Support Workers
PA06590,Type8,"Legislators, Senior Officials & Managers"
PA06590,Type12,"Legislators, Senior Officials & Managers"
PA06591,Type3,Economically Inactive
PA06592,Type2,Service and Sales Workers
PA06593,Type11,Economically Inactive
PA06594,Type13,Economically Inactive
PA06595,Type9,Economically Inactive
PA06596,Type13,Clerical Support Workers
PA06597,Type6,"Legislators, Senior Officials & Managers"
PA06598,Type15,Economically Inactive
PA06599,Type12,Economically Inactive
PA06600,Type11,Economically Inactive
PA06600,Type13,Economically Inactive
PA06601,Type3,Economically Inactive
PA06602,Type3,Economically Inactive
PA06602,Type13,Economically Inactive
PA06603,Type10,Professionals
PA06604,Type13,Economically Inactive
PA06605,Type5,Service and Sales Workers
PA06606,Type6,Economically Inactive
PA06607,Type12,Economically Inactive
PA06608,Type9,Service and Sales Workers
PA06609,Type12,Economically Inactive
PA06610,Type7,Economically Inactive
PA06611,Type10,Economically Inactive
PA06612,Type11,Economically Inactive
PA06613,Type12,Economically Inactive
PA06614,Type12,Economically Inactive
PA06615,Type1,Economically Inactive
PA06616,Type11,Service and Sales Workers
PA06617,Type3,Economically Inactive
PA06618,Type1,Service and Sales Workers
PA06619,Type13,Economically Inactive
PA06620,Type3,"Legislators, Senior Officials & Managers"
PA06621,Type3,Economically Inactive
PA06621,Type12,Economically Inactive
PA06622,Type3,Plant & Machine Operators & Assemblers
PA06623,Type13,Economically Inactive
PA06624,Type4,"Legislators, Senior Officials & Managers"
PA06625,Type12,Service and Sales Workers
PA06625,Type1,Service and Sales Workers
PA06626,Type10,Economically Inactive
PA06627,Type7,Economically Inactive
PA06628,Type3,Economically Inactive
PA06629,Type11,Economically Inactive
PA06630,Type13,Economically Inactive
PA06631,Type12,Economically Inactive
PA06632,Type12,Economically Inactive
PA06633,Type6,Service and Sales Workers
PA06634,Type11,Economically Inactive
PA06635,Type7,Economically Inactive
PA06636,Type15,Economically Inactive
PA06636,Type13,Economically Inactive
PA06637,Type11,Craftsmen and Related Trades Workers
PA06638,Type13,"Legislators, Senior Officials & Managers"
PA06639,Type1,"Legislators, Senior Officials & Managers"
PA06640,Type3,Economically Inactive
PA06640,Type12,Economically Inactive
PA06641,Type12,Economically Inactive
PA06642,Type13,Service and Sales Workers
PA06642,Type7,Service and Sales Workers
PA06643,Type12,Economically Inactive
PA06643,Type11,Economically Inactive
PA06644,Type12,Economically Inactive
PA06645,Type12,Others
PA06646,Type12,Service and Sales Workers
PA06647,Type12,Clerical Support Workers
PA06648,Type12,Economically Inactive
PA06649,Type12,Service and Sales Workers
PA06650,Type5,Professionals
PA06650,Type6,Professionals
PA06651,Type9,"Legislators, Senior Officials & Managers"
PA06652,Type12,Economically Inactive
PA06653,Type12,Economically Inactive
PA06654,Type11,Economically Inactive
PA06655,Type13,Economically Inactive
PA06656,Type10,Professionals
PA06657,Type10,"Legislators, Senior Officials & Managers"
PA06658,Type5,Service and Sales Workers
PA06658,Type3,Service and Sales Workers
PA06658,Type13,Service and Sales Workers
PA06658,Type12,Service and Sales Workers
PA06659,Type3,"Legislators, Senior Officials & Managers"
PA06660,Type1,Economically Inactive
PA06661,Type12,Economically Inactive
PA06661,Type11,Economically Inactive
PA06662,Type2,Associate Professionals and Technicians
PA06663,Type10,Professionals
PA06664,Type13,Economically Inactive
PA06665,Type3,Economically Inactive
PA06666,Type3,Plant & Machine Operators & Assemblers
PA06667,Type9,Associate Professionals and Technicians
PA06668,Type15,Economically Inactive
PA06669,Type5,Economically Inactive
PA06670,Type7,Economically Inactive
PA06671,Type3,Economically Inactive
PA06672,Type11,Economically Inactive
PA06673,Type12,Economically Inactive
PA06674,Type2,Service and Sales Workers
PA06675,Type5,"Legislators, Senior Officials & Managers"
PA06675,Type1,"Legislators, Senior Officials & Managers"
PA06675,Type10,"Legislators, Senior Officials & Managers"
PA06676,Type3,Associate Professionals and Technicians
PA06677,Type5,Economically Inactive
PA06677,Type11,Economically Inactive
PA06678,Type12,Economically Inactive
PA06678,Type11,Economically Inactive
PA06679,Type3,Associate Professionals and Technicians
PA06680,Type11,Economically Inactive
PA06681,Type13,"Legislators, Senior Officials & Managers"
PA06682,Type3,Economically Inactive
PA06683,Type12,Economically Inactive
PA06684,Type12,Economically Inactive
PA06685,Type9,Service and Sales Workers
PA06686,Type11,"Legislators, Senior Officials & Managers"
PA06687,Type7,Economically Inactive
PA06688,Type9,Associate Professionals and Technicians
PA06689,Type12,Economically Inactive
PA06690,Type8,Associate Professionals and Technicians
PA06691,Type12,"Cleaners, Labourers and Related Workers"
PA06692,Type12,"Legislators, Senior Officials & Managers"
PA06693,Type12,Economically Inactive
PA06694,Type1,Service and Sales Workers
PA06695,Type12,"Legislators, Senior Officials & Managers"
PA06696,Type9,"Legislators, Senior Officials & Managers"
PA06697,Type9,Economically Inactive
PA06697,Type15,Economically Inactive
PA06698,Type2,"Legislators, Senior Officials & Managers"
PA06699,Type9,"Legislators, Senior Officials & Managers"
PA06699,Type3,"Legislators, Senior Officials & Managers"
PA06700,Type10,"Legislators, Senior Officials & Managers"
PA06701,Type11,"Cleaners, Labourers and Related Workers"
PA06702,Type12,Economically Inactive
PA06703,Type3,Economically Inactive
PA06704,Type12,Economically Inactive
PA06705,Type12,Plant & Machine Operators & Assemblers
PA06705,Type11,Plant & Machine Operators & Assemblers
PA06706,Type10,"Legislators, Senior Officials & Managers"
PA06707,Type12,Economically Inactive
PA06708,Type11,Economically Inactive
PA06709,Type8,Economically Inactive
PA06710,Type8,Economically Inactive
PA06710,Type12,Economically Inactive
PA06711,Type7,Economically Inactive
PA06712,Type12,Economically Inactive
PA06713,Type1,Service and Sales Workers
PA06714,Type9,"Legislators, Senior Officials & Managers"
PA06714,Type6,"Legislators, Senior Officials & Managers"
PA06714,Type8,"Legislators, Senior Officials & Managers"
PA06715,Type5,Economically Inactive
PA06715,Type3,Economically Inactive
PA06715,Type12,Economically Inactive
PA06715,Type11,Economically Inactive
PA06716,Type12,Others
PA06717,Type8,Service and Sales Workers
PA06717,Type10,Service and Sales Workers
PA06718,Type11,"Cleaners, Labourers and Related Workers"
PA06719,Type15,Economically Inactive
PA06720,Type7,Service and Sales Workers
PA06721,Type7,Economically Inactive
PA06722,Type3,Economically Inactive
PA06723,Type3,Economically Inactive
PA06724,Type12,Economically Inactive
PA06724,Type11,Economically Inactive
PA06725,Type10,"Legislators, Senior Officials & Managers"
PA06726,Type3,"Legislators, Senior Officials & Managers"
PA06727,Type12,Economically Inactive
PA06728,Type12,Associate Professionals and Technicians
PA06729,Type3,Others
PA06729,Type12,Others
PA06730,Type3,Economically Inactive
PA06730,Type13,Economically Inactive
PA06731,Type11,Economically Inactive
PA06732,Type10,"Legislators, Senior Officials & Managers"
PA06733,Type12,Economically Inactive
PA06733,Type11,Economically Inactive
PA06734,Type10,"Legislators, Senior Officials & Managers"
PA06735,Type12,Economically Inactive
PA06736,Type10,Associate Professionals and Technicians
PA06737,Type12,Economically Inactive
PA06738,Type5,Service and Sales Workers
PA06738,Type13,Service and Sales Workers
PA06739,Type5,Associate Professionals and Technicians
PA06739,Type12,Associate Professionals and Technicians
PA06740,Type9,Economically Inactive
PA06741,Type3,Economically Inactive
PA06742,Type7,Economically Inactive
PA06743,Type12,Economically Inactive
PA06744,Type12,Craftsmen and Related Trades Workers
PA06745,Type12,Economically Inactive
PA06746,Type5,Professionals
PA06747,Type2,"Legislators, Senior Officials & Managers"
PA06748,Type10,Economically Inactive
PA06749,Type2,Economically Inactive
PA06750,Type12,Service and Sales Workers
PA06751,Type3,Economically Inactive
PA06752,Type12,Economically Inactive
PA06753,Type12,Associate Professionals and Technicians
PA06754,Type12,Economically Inactive
PA06755,Type12,"Legislators, Senior Officials & Managers"
PA06756,Type12,Economically Inactive
PA06757,Type3,Professionals
PA06758,Type9,"Cleaners, Labourers and Related Workers"
PA06759,Type6,Economically Inactive
PA06760,Type15,Economically Inactive
PA06761,Type8,"Legislators, Senior Officials & Managers"
PA06762,Type9,Associate Professionals and Technicians
PA06763,Type12,Economically Inactive
PA06764,Type12,Service and Sales Workers
PA06765,Type10,"Legislators, Senior Officials & Managers"
PA06766,Type3,Service and Sales Workers
PA06767,Type5,Economically Inactive
PA06768,Type12,"Cleaners, Labourers and Related Workers"
PA06769,Type9,Economically Inactive
PA06770,Type12,Economically Inactive
PA06770,Type7,Economically Inactive
PA06771,Type12,"Legislators, Senior Officials & Managers"
PA06771,Type11,"Legislators, Senior Officials & Managers"
PA06772,Type12,Economically Inactive
PA06772,Type8,Economically Inactive
PA06773,Type13,Economically Inactive
PA06774,Type3,Associate Professionals and Technicians
PA06775,Type12,Economically Inactive
PA06776,Type11,Economically Inactive
PA06777,Type11,Economically Inactive
PA06778,Type7,Service and Sales Workers
PA06779,Type11,Economically Inactive
PA06780,Type13,"Legislators, Senior Officials & Managers"
PA06781,Type3,Economically Inactive
PA06782,Type12,Service and Sales Workers
PA06783,Type3,Economically Inactive
PA06784,Type12,Clerical Support Workers
PA06785,Type11,Service and Sales Workers
PA06786,Type8,Economically Inactive
PA06787,Type13,Economically Inactive
PA06788,Type9,Economically Inactive
PA06789,Type11,Economically Inactive
PA06790,Type7,Economically Inactive
PA06791,Type9,Economically Inactive
PA06792,Type11,Service and Sales Workers
PA06793,Type10,Economically Inactive
PA06794,Type8,Economically Inactive
PA06794,Type12,Economically Inactive
PA06795,Type12,"Cleaners, Labourers and Related Workers"
PA06796,Type12,Clerical Support Workers
PA06797,Type10,Economically Inactive
PA06798,Type12,Clerical Support Workers
PA06799,Type12,Service and Sales Workers
PA06799,Type5,Service and Sales Workers
PA06800,Type13,Clerical Support Workers
PA06801,Type3,Economically Inactive
PA06802,Type8,Economically Inactive
PA06803,Type7,Service and Sales Workers
PA06803,Type11,Service and Sales Workers
PA06804,Type11,Economically Inactive
PA06805,Type12,Professionals
PA06806,Type9,Economically Inactive
PA06806,Type12,Economically Inactive
PA06806,Type11,Economically Inactive
PA06807,Type5,"Legislators, Senior Officials & Managers"
PA06808,Type2,"Legislators, Senior Officials & Managers"
PA06808,Type15,"Legislators, Senior Officials & Managers"
PA06809,Type6,Service and Sales Workers
PA06810,Type15,Economically Inactive
PA06811,Type12,Economically Inactive
PA06812,Type12,Service and Sales Workers
PA06813,Type12,"Cleaners, Labourers and Related Workers"
PA06814,Type8,"Legislators, Senior Officials & Managers"
PA06814,Type6,"Legislators, Senior Officials & Managers"
PA06814,Type14,"Legislators, Senior Officials & Managers"
PA06815,Type12,Associate Professionals and Technicians
PA06816,Type9,Service and Sales Workers
PA06817,Type11,Service and Sales Workers
PA06818,Type15,Economically Inactive
PA06819,Type11,Economically Inactive
PA06820,Type9,"Cleaners, Labourers and Related Workers"
PA06821,Type5,Service and Sales Workers
PA06822,Type5,Economically Inactive
PA06823,Type11,Service and Sales Workers
PA06824,Type7,Economically Inactive
PA06825,Type12,Economically Inactive
PA06825,Type9,Economically Inactive
PA06826,Type6,Service and Sales Workers
PA06827,Type1,Service and Sales Workers
PA06828,Type3,Service and Sales Workers
PA06829,Type15,Economically Inactive
PA06830,Type12,Economically Inactive
PA06831,Type10,Clerical Support Workers
PA06832,Type15,Economically Inactive
PA06832,Type13,Economically Inactive
PA06833,Type3,Economically Inactive
PA06834,Type12,Economically Inactive
PA06835,Type11,Service and Sales Workers
PA06835,Type3,Service and Sales Workers
PA06836,Type12,Economically Inactive
PA06837,Type12,Economically Inactive
PA06837,Type9,Economically Inactive
PA06838,Type8,Economically Inactive
PA06838,Type12,Economically Inactive
PA06839,Type3,Associate Professionals and Technicians
PA06840,Type7,Economically Inactive
PA06840,Type12,Economically Inactive
PA06841,Type11,Economically Inactive
PA06842,Type11,Economically Inactive
PA06843,Type11,Economically Inactive
PA06844,Type13,Economically Inactive
PA06845,Type11,"Legislators, Senior Officials & Managers"
PA06846,Type10,"Legislators, Senior Officials & Managers"
PA06847,Type2,Economically Inactive
PA06848,Type12,Economically Inactive
PA06848,Type11,Economically Inactive
PA06849,Type9,Economically Inactive
PA06850,Type12,Economically Inactive
PA06851,Type5,Economically Inactive
PA06852,Type9,Economically Inactive
PA06853,Type3,"Legislators, Senior Officials & Managers"
PA06854,Type10,Economically Inactive
PA06855,Type12,Economically Inactive
PA06856,Type12,"Legislators, Senior Officials & Managers"
PA06857,Type11,Economically Inactive
PA06858,Type6,"Legislators, Senior Officials & Managers"
PA06859,Type12,Economically Inactive
PA06860,Type10,Economically Inactive
PA06860,Type5,Economically Inactive
PA06861,Type10,"Legislators, Senior Officials & Managers"
PA06862,Type13,Economically Inactive
PA06863,Type11,Economically Inactive
PA06864,Type10,"Legislators, Senior Officials & Managers"
PA06865,Type12,Associate Professionals and Technicians
PA06866,Type9,Associate Professionals and Technicians
PA06867,Type10,Economically Inactive
PA06868,Type3,Economically Inactive
PA06869,Type11,Service and Sales Workers
PA06870,Type13,Service and Sales Workers
PA06871,Type3,Associate Professionals and Technicians
PA06871,Type13,Associate Professionals and Technicians
PA06872,Type3,Economically Inactive
PA06873,Type3,Service and Sales Workers
PA06874,Type15,Clerical Support Workers
PA06875,Type15,Plant & Machine Operators & Assemblers
PA06876,Type6,"Cleaners, Labourers and Related Workers"
PA06877,Type13,"Cleaners, Labourers and Related Workers"
PA06877,Type3,"Cleaners, Labourers and Related Workers"
PA06878,Type5,Plant & Machine Operators & Assemblers
PA06879,Type15,Associate Professionals and Technicians
PA06880,Type5,"Legislators, Senior Officials & Managers"
PA06880,Type6,"Legislators, Senior Officials & Managers"
PA06881,Type12,Service and Sales Workers
PA06882,Type13,"Legislators, Senior Officials & Managers"
PA06883,Type10,Clerical Support Workers
PA06884,Type9,Service and Sales Workers
PA06884,Type3,Service and Sales Workers
PA06885,Type2,Economically Inactive
PA06886,Type11,Economically Inactive
PA06887,Type13,Economically Inactive
PA06888,Type10,"Legislators, Senior Officials & Managers"
PA06888,Type6,"Legislators, Senior Officials & Managers"
PA06889,Type15,Economically Inactive
PA06889,Type15,Economically Inactive
PA06890,Type10,Professionals
PA06891,Type5,Economically Inactive
PA06891,Type12,Economically Inactive
PA06892,Type12,Economically Inactive
PA06892,Type11,Economically Inactive
PA06892,Type3,Economically Inactive
PA06893,Type5,Service and Sales Workers
PA06894,Type1,Service and Sales Workers
PA06895,Type12,Economically Inactive
PA06896,Type15,"Legislators, Senior Officials & Managers"
PA06897,Type6,Economically Inactive
PA06898,Type9,Economically Inactive
PA06899,Type12,Others
PA06899,Type2,Others
PA06899,Type3,Others
PA06900,Type10,"Legislators, Senior Officials & Managers"
PA06901,Type11,"Legislators, Senior Officials & Managers"
PA06902,Type12,"Legislators, Senior Officials & Managers"
PA06903,Type12,Economically Inactive
PA06904,Type9,Economically Inactive
PA06904,Type3,Economically Inactive
PA06904,Type13,Economically Inactive
PA06905,Type12,Professionals
PA06906,Type15,Clerical Support Workers
PA06907,Type1,Economically Inactive
PA06908,Type12,"Legislators, Senior Officials & Managers"
PA06909,Type10,Associate Professionals and Technicians
PA06910,Type10,"Legislators, Senior Officials & Managers"
PA06911,Type10,"Legislators, Senior Officials & Managers"
PA06911,Type12,"Legislators, Senior Officials & Managers"
PA06912,Type5,Service and Sales Workers
PA06913,Type12,Economically Inactive
PA06914,Type11,Professionals
PA06915,Type12,Associate Professionals and Technicians
